collection,judge,budget_full_eq,eps,method,act,wrong,docs_labelled,docs_pilot,dup_frac,var_est,sampling,pilot_cost,cv_pred,bound
dbpedia-entity,llm,150,0.01,weighted_cv,0.7266666666666667,0.0,5405.793333333333,1027.0833333333333,0.0,0.024047277049896777,shared,full,binary,t
dbpedia-entity,llm,150,0.01,ai_calib,0.7066666666666667,0.0,5402.883333333333,1027.0833333333333,0.0,0.027856594136875117,shared,full,binary,t
dbpedia-entity,llm,150,0.01,ai_resid,0.7333333333333333,0.0,5403.62,1027.0833333333333,0.0,0.02634553832202274,shared,full,binary,t
dbpedia-entity,llm,150,0.01,ai_robust_0.5,0.7166666666666667,0.0,5408.35,1027.0833333333333,0.0,0.02424231274801103,shared,full,binary,t
dbpedia-entity,llm,150,0.01,ai_robust_0.3,0.7133333333333334,0.0,5403.77,1027.0833333333333,0.0,0.023936187765588864,shared,full,binary,t
dbpedia-entity,llm,150,0.02,weighted_cv,0.87,0.0,5471.033333333334,1033.9933333333333,0.0,0.023751399225353628,shared,full,binary,t
dbpedia-entity,llm,150,0.02,ai_calib,0.83,0.0,5467.3966666666665,1033.9933333333333,0.0,0.02779478540262509,shared,full,binary,t
dbpedia-entity,llm,150,0.02,ai_resid,0.86,0.0,5469.006666666667,1033.9933333333333,0.0,0.02544789048505942,shared,full,binary,t
dbpedia-entity,llm,150,0.02,ai_robust_0.5,0.87,0.0,5463.66,1033.9933333333333,0.0,0.02380633193058741,shared,full,binary,t
dbpedia-entity,llm,150,0.02,ai_robust_0.3,0.8333333333333334,0.0,5467.913333333333,1033.9933333333333,0.0,0.024023055309985098,shared,full,binary,t
