collection,judge,budget_full_eq,eps,method,act,wrong,docs_labelled,docs_pilot,dup_frac,var_est,sampling,pilot_cost,cv_pred,bound
dbpedia-entity,rr,60,0.01,weighted_cv,0.43,0.0,2766.673333333333,1026.4533333333334,0.0,0.06402799169686754,shared,full,binary,t
dbpedia-entity,rr,60,0.01,ai_calib,0.31666666666666665,0.0,2769.41,1026.4533333333334,0.0,0.0826215037764015,shared,full,binary,t
dbpedia-entity,rr,60,0.01,ai_resid,0.43666666666666665,0.0,2767.83,1026.4533333333334,0.0,0.061990131262622546,shared,full,binary,t
dbpedia-entity,rr,60,0.01,ai_robust_0.5,0.44666666666666666,0.0,2763.6,1026.4533333333334,0.0,0.06223480350237466,shared,full,binary,t
dbpedia-entity,rr,60,0.01,ai_robust_0.3,0.45666666666666667,0.0,2769.9466666666667,1026.4533333333334,0.0,0.06173424135565239,shared,full,binary,t
dbpedia-entity,rr,60,0.02,weighted_cv,0.6233333333333333,0.0,2778.23,1028.2733333333333,0.0,0.06518025995645499,shared,full,binary,t
dbpedia-entity,rr,60,0.02,ai_calib,0.5433333333333333,0.0,2775.4566666666665,1028.2733333333333,0.0,0.0843081724491749,shared,full,binary,t
dbpedia-entity,rr,60,0.02,ai_resid,0.6066666666666667,0.0,2779.15,1028.2733333333333,0.0,0.06349085482050774,shared,full,binary,t
dbpedia-entity,rr,60,0.02,ai_robust_0.5,0.6133333333333333,0.0,2778.2266666666665,1028.2733333333333,0.0,0.06364863921938715,shared,full,binary,t
dbpedia-entity,rr,60,0.02,ai_robust_0.3,0.65,0.0,2776.1133333333332,1028.2733333333333,0.0,0.06253396690650408,shared,full,binary,t
