collection,judge,judge_acc,pair,involves_rr,rho,err_in,err_out,band_frac,bias_diff,true_gap,ess_gain,N,mu_a,mu_b
dl2019,mpnet,0.7354211663066955,glob_probe_vs_trunc,False,0.7910789815902004,0.2969943963321447,0.25585857201589696,0.21198704103671706,0.09195112673927859,0.1182329184026933,1.1700396796791934,43,0.44252618024852686,0.32429326184583346
dl2019,mpnet,0.7354211663066955,glob_probe_vs_ad_probe,False,0.8630706256077209,0.2744539411206078,0.26167179200447305,0.22742980561555076,-0.01343808918282591,0.05882744199134651,1.253749325231762,43,0.44252618024852686,0.38369873825718026
dl2019,mpnet,0.7354211663066955,glob_probe_vs_rr_thresh,True,0.09442259040309946,0.27349748477627744,0.25843516323180743,0.40788336933045355,-0.06442760098905236,-0.04632092491550789,0.8713981974402604,43,0.44252618024852686,0.48884710516403457
dl2019,mpnet,0.7354211663066955,trunc_vs_ad_probe,False,0.7884524608034685,0.3179250128402671,0.25037604266374947,0.21025917926565874,-0.10538921592210448,-0.059405476411346796,1.1562662473118013,43,0.32429326184583346,0.38369873825718026
dl2019,mpnet,0.7354211663066955,trunc_vs_rr_thresh,True,0.6398554005660427,0.27477261847774054,0.256198347107438,0.4511879049676026,-0.15637872772833097,-0.16455384331820122,0.9762766607217004,43,0.32429326184583346,0.48884710516403457
dl2019,mpnet,0.7354211663066955,ad_probe_vs_rr_thresh,True,0.5694325008917788,0.2511640646398247,0.27331075057942594,0.39427645788336935,-0.05098951180622645,-0.10514836690685442,0.9607645767648719,43,0.38369873825718026,0.48884710516403457
dl2020,mpnet,0.716845248550852,glob_probe_vs_trunc,False,0.4781668036419995,0.2961602671118531,0.2687175685693106,0.526084665378535,-0.2506700469855318,0.1564144560103476,0.9941739033038125,54,0.38842998234324416,0.2320155263328965
dl2020,mpnet,0.716845248550852,glob_probe_vs_ad_probe,False,0.006077064160167782,0.2585034013605442,0.29008664341172496,0.21948006323555244,-0.18109160580841868,0.06939191183513324,0.898393420629217,54,0.38842998234324416,0.3190380705081109
dl2020,mpnet,0.716845248550852,glob_probe_vs_rr_thresh,True,0.13945789301137956,0.41808271882013465,0.2322486996492077,0.27393290005269627,-0.2286256748325339,-0.04238533771686221,0.8785032458838412,54,0.38842998234324416,0.43081532006010625
dl2020,mpnet,0.716845248550852,trunc_vs_ad_probe,False,0.7582649781036703,0.32600053008216273,0.2619203993169578,0.3313718601791674,0.06957844117711308,-0.08702254417521438,1.1374252748127507,54,0.2320155263328965,0.3190380705081109
dl2020,mpnet,0.716845248550852,trunc_vs_rr_thresh,True,0.17716362140741707,0.2535446205170976,0.3160823594880356,0.5265238011593185,0.02204437215299783,-0.1987997937272098,0.8999523139934601,54,0.2320155263328965,0.43081532006010625
dl2020,mpnet,0.716845248550852,ad_probe_vs_rr_thresh,True,-0.11870586028985083,0.2989985693848355,0.2739154616240267,0.3683470929211312,-0.04753406902411525,-0.11177724955199547,0.9238300285816886,54,0.3190380705081109,0.43081532006010625
