collection,judge,judge_acc,pair,involves_rr,rho,err_in,err_out,band_frac,bias_diff,true_gap,ess_gain,N,mu_a,mu_b
dl2019,rr,0.6994600431965443,glob_probe_vs_trunc,False,0.6764253487568542,0.3336729495669893,0.2916266959024257,0.21198704103671706,0.09739033177855551,0.1182329184026933,1.036623434573513,43,0.44252618024852686,0.32429326184583346
dl2019,rr,0.6994600431965443,glob_probe_vs_ad_probe,False,0.7363278523420499,0.30626780626780625,0.2988537880905787,0.22742980561555076,0.05150345282743348,0.05882744199134651,1.1083225505337684,43,0.44252618024852686,0.38369873825718026
dl2019,rr,0.6994600431965443,glob_probe_vs_rr_thresh,True,0.08726560445971539,0.33359809372517873,0.2777676454495714,0.40788336933045355,-0.11727897608606186,-0.04632092491550789,0.9278127797736804,43,0.44252618024852686,0.48884710516403457
dl2019,rr,0.6994600431965443,trunc_vs_ad_probe,False,0.6740728735438829,0.37801746276322545,0.2799124846164365,0.21025917926565874,-0.04588687895112203,-0.059405476411346796,1.087001610216353,43,0.32429326184583346,0.38369873825718026
dl2019,rr,0.6994600431965443,trunc_vs_rr_thresh,True,0.5823869140851624,0.33389181426519865,0.273120818575364,0.4511879049676026,-0.21466930786461735,-0.16455384331820122,1.0008271565650813,43,0.32429326184583346,0.48884710516403457
dl2019,rr,0.6994600431965443,ad_probe_vs_rr_thresh,True,0.5443559554409071,0.32018625034237197,0.2877518274202175,0.39427645788336935,-0.16878242891349532,-0.10514836690685442,0.9552172040542628,43,0.38369873825718026,0.48884710516403457
dl2020,rr,0.6614263130159845,glob_probe_vs_trunc,False,0.5104614599249291,0.38681135225375624,0.28502594514455154,0.526084665378535,-0.30964638572473296,0.1564144560103476,1.0307052543002477,54,0.38842998234324416,0.2320155263328965
dl2020,rr,0.6614263130159845,glob_probe_vs_ad_probe,False,0.20218861019916015,0.3581432573029212,0.3330707775402273,0.21948006323555244,-0.2157613565909694,0.06939191183513324,0.9137733459288369,54,0.38842998234324416,0.3190380705081109
dl2020,rr,0.6614263130159845,glob_probe_vs_rr_thresh,True,0.028278508807083522,0.5912151330554665,0.24325632030966493,0.27393290005269627,-0.37054050009237094,-0.04238533771686221,0.907969258454795,54,0.38842998234324416,0.43081532006010625
dl2020,rr,0.6614263130159845,trunc_vs_ad_probe,False,0.6796868021366409,0.4113437582825338,0.30250886641271507,0.3313718601791674,0.09388502913376356,-0.08702254417521438,1.0852602498855946,54,0.2320155263328965,0.3190380705081109
dl2020,rr,0.6614263130159845,trunc_vs_rr_thresh,True,0.31346451679939563,0.3137614678899083,0.36616583194212576,0.5265238011593185,-0.0608941143676379,-0.1987997937272098,0.8767883201471952,54,0.2320155263328965,0.43081532006010625
dl2020,rr,0.6614263130159845,ad_probe_vs_rr_thresh,True,-0.09191081600899353,0.41082498807820694,0.296440489432703,0.3683470929211312,-0.15477914350140148,-0.11177724955199547,0.9148135963434678,54,0.3190380705081109,0.43081532006010625
