collection,judge,budget_full_eq,eps,method,act,wrong,var_est,docs_labelled,docs_pilot,dup_frac,sampling,pilot_cost,bound
dbpedia-entity,llm,15,0.01,uniform,0.043333333333333335,0.0,0.2299117732090458,1459.1366666666668,1025.82,0.0,shared,full,t
dbpedia-entity,llm,15,0.01,weighted,0.09333333333333334,0.0,0.08597054514509458,1458.5266666666666,1025.82,0.0,shared,full,t
dbpedia-entity,llm,15,0.01,active_judge,0.043333333333333335,0.0,0.26491012606928915,1458.7866666666666,1025.82,0.0,shared,full,t
dbpedia-entity,llm,15,0.01,strat_pilot,0.08,0.0,0.08465517860524047,1459.9566666666667,1025.82,0.0,shared,full,t
dbpedia-entity,llm,15,0.01,weighted_cv,0.18666666666666668,0.0,0.06174615714870529,1459.2066666666667,1025.82,0.0,shared,full,t
dbpedia-entity,llm,15,0.01,active_cv,0.05,0.0,0.16596763414336876,1458.9333333333334,1025.82,0.0,shared,full,t
dbpedia-entity,llm,15,0.01,weighted_cvl,0.13333333333333333,0.0033333333333333335,0.06037996705674611,1458.91,1025.82,0.0,shared,full,t
dbpedia-entity,llm,15,0.02,uniform,0.08666666666666667,0.0033333333333333335,0.2437194792574463,1468.7733333333333,1029.4566666666667,0.0,shared,full,t
dbpedia-entity,llm,15,0.02,weighted,0.15,0.0,0.08803399068364764,1468.04,1029.4566666666667,0.0,shared,full,t
dbpedia-entity,llm,15,0.02,active_judge,0.04,0.0,0.2789910992924122,1468.36,1029.4566666666667,0.0,shared,full,t
dbpedia-entity,llm,15,0.02,strat_pilot,0.19666666666666666,0.0,0.0904676019921947,1467.7266666666667,1029.4566666666667,0.0,shared,full,t
dbpedia-entity,llm,15,0.02,weighted_cv,0.25666666666666665,0.0,0.06376004103000732,1466.3533333333332,1029.4566666666667,0.0,shared,full,t
dbpedia-entity,llm,15,0.02,active_cv,0.1,0.0,0.17504115025800154,1467.98,1029.4566666666667,0.0,shared,full,t
dbpedia-entity,llm,15,0.02,weighted_cvl,0.2833333333333333,0.0,0.06239028307367394,1467.5133333333333,1029.4566666666667,0.0,shared,full,t
